web-scraper-order,web-scraper-start-url,title,house,totalPrice,unitPrice,area,houseInfo
"1624764781-8087","https://hz.lianjia.com/ershoufang/yuhang/pg77","万通时尚公馆 次新小区 三房 精装 电梯房 中上楼层","万通时尚公馆","475万","单价53180元/平米","未来科技城","3室2厅 | 89.32平米 | 南 | 精装 | 高楼层(共25层)  | 板楼"
"1624764867-8842","https://hz.lianjia.com/ershoufang/yuhang/pg51","南湖边 户型方正 中间楼层 地铁口800米","新西湖小镇","248万","单价31865元/平米","闲林","2室1厅 | 77.83平米 | 南 北 | 简装 | 16层  | 板楼"
"1624765000-10045","https://hz.lianjia.com/ershoufang/yuhang/pg11","精装自己住  花了很多心思  价格好谈 卖了置换的","雅居乐国际花园","240万","单价40603元/平米","闲林","2室2厅 | 59.11平米 | 南 | 精装 | 低楼层(共34层)  | 板楼"
"1624764761-7911","https://hz.lianjia.com/ershoufang/yuhang/pg83","卓悦华庭 网红小区 万人摇号自带泳池 环境好","卓越蔚蓝领秀二期","265万","单价29586元/平米","星桥","3室2厅 | 89.57平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼"
"1624764761-7906","https://hz.lianjia.com/ershoufang/yuhang/pg83","青枫墅园新房源 房东诚售精装修看上可谈","青枫墅园","468万","单价54130元/平米","未来科技城","3室2厅 | 86.46平米 | 西南 南 | 精装 | 中楼层(共18层)  | 板楼"
"1624764966-9758","https://hz.lianjia.com/ershoufang/yuhang/pg21","良渚文化村白鹭郡南 2室2厅 南","良渚文化村白鹭郡南","280万","单价32181元/平米","良渚","2室2厅 | 87.01平米 | 南 | 简装 | 5层  | 板塔结合"
"1624764963-9740","https://hz.lianjia.com/ershoufang/yuhang/pg22","桃源小镇，绿城物业，楼层视野佳","绿城桃源小镇","316万","单价35922元/平米","闲林","3室1厅 | 87.97平米 | 南 | 毛坯 | 34层  | 板塔结合"
"1624764892-9091","https://hz.lianjia.com/ershoufang/yuhang/pg43","舒适大倆房  绿城服务 品质居住","绿城桃源小镇","270万","单价29981元/平米","闲林","2室2厅 | 90.06平米 | 南 北 | 精装 | 11层  | 板塔结合"
"1624764933-9463","https://hz.lianjia.com/ershoufang/yuhang/pg31","满五年，小三房，格局好，业主诚心出售","竹海水韵","335万","单价38199元/平米","闲林","3室2厅 | 87.7平米 | 南 北 | 精装 | 高楼层(共9层)  | 板塔结合"
"1624764827-8492","https://hz.lianjia.com/ershoufang/yuhang/pg63","大三房，三开间朝南，高得房率，诚心售，中间楼层","新城西溪逸境","585万","单价69182元/平米","未来科技城","3室2厅 | 84.56平米 | 南 | 精装 | 中楼层(共8层)  | 板楼"
"1624765025-10293","https://hz.lianjia.com/ershoufang/yuhang/pg3","新西湖小镇，东边套，大三房，满五唯一楼层好，采光足","新西湖小镇","298万","单价26102元/平米","闲林","3室2厅 | 114.17平米 | 南 | 精装 | 24层  | 板楼"
"1624764946-9565","https://hz.lianjia.com/ershoufang/yuhang/pg27","来科技城1.0板块，类独栋，万科物业，未来科技城南","赞成乐山红叶","310万","单价35661元/平米","闲林","3室2厅 | 86.93平米 | 南 | 精装 | 低楼层(共20层)  | 板楼"
"1624764911-9270","https://hz.lianjia.com/ershoufang/yuhang/pg37","小区位置安静， 全明东边套，清爽装修","怡景花城鸣翠苑","420万","单价34957元/平米","闲林","3室2厅 | 120.15平米 | 南 | 精装 | 6层  | 板塔结合"
"1624764911-9283","https://hz.lianjia.com/ershoufang/yuhang/pg37","满五房源 自住精装  方正四房 格局两卫 采光好无遮挡","绿城桃源小镇","389万","单价28469元/平米","闲林","4室2厅 | 136.64平米 | 南 | 精装 | 33层  | 板塔结合"
"1624764946-9567","https://hz.lianjia.com/ershoufang/yuhang/pg27","自住精装，楼层好，采光好，保养新","竹海水韵","315万","单价35711元/平米","闲林","3室1厅 | 88.21平米 | 南 北 | 精装 | 16层  | 板楼"
"1624764800-8249","https://hz.lianjia.com/ershoufang/yuhang/pg71","绿城品质 次新小区 环境优美 东边户型 大四房","绿城桃源小镇品霞苑","400万","单价32145元/平米","闲林","4室2厅 | 124.44平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼"
"1624764800-8259","https://hz.lianjia.com/ershoufang/yuhang/pg71","白洋地铁口，全明中间套，三房一卫，品牌装修，带车位","越秀星汇悦城","361万","单价42546元/平米","良渚","3室2厅 | 84.85平米 | 南 | 精装 | 27层  | 板楼"
"1624764975-9840","https://hz.lianjia.com/ershoufang/yuhang/pg18","耦园顶跃小区中间位置不沿马路，精装修 带大露台","香港兴业耦园","1120万","单价63284元/平米","西溪","5室2厅 | 176.98平米 | 南 | 精装 | 7层  | 板楼"
"1624765031-10358","https://hz.lianjia.com/ershoufang/yuhang/pg1","未来科技城精装修，清爽干净，房东诚心","融创金成西溪海","355万","单价42237元/平米","闲林","3室2厅 | 84.05平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764797-8220","https://hz.lianjia.com/ershoufang/yuhang/pg72","此房楼层好，采光好，三房一卫，业主诚心出售","石榴派","260万","单价29116元/平米","良渚","3室1厅 | 89.3平米 | 南 | 毛坯 | 10层  | 板楼"
"1624764719-7562","https://hz.lianjia.com/ershoufang/yuhang/pg94","大户型东边套，诚心出售，三面朝南，主卧带露台","赞成乐山红叶","433万","单价33671元/平米","闲林","4室2厅 | 128.6平米 | 南 | 毛坯 | 20层  | 塔楼"
"1624765009-10149","https://hz.lianjia.com/ershoufang/yuhang/pg8","万科精装修交付，全新没有入住过，楼层好，看房有密码","万科缦云坊","270万","单价32449元/平米","良渚","3室2厅 | 83.21平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼"
"1624764979-9865","https://hz.lianjia.com/ershoufang/yuhang/pg17","房东诚心出售，周末看房子都方便，","万科北宸之光一期","520万","单价40220元/平米","万达广场","4室2厅 | 129.29平米 | 南 北 东 | 精装 | 28层  | 板楼"
"1624764746-7767","https://hz.lianjia.com/ershoufang/yuhang/pg87","房东诚心置换，品质小区，绿城物业，精装修交付","华夏四季","540万","单价60268元/平米","未来科技城","3室2厅 | 89.6平米 | 南 | 精装 | 低楼层(共20层)  | 板楼"
"1624764757-7878","https://hz.lianjia.com/ershoufang/yuhang/pg84","朝南，高楼层，视野采光通风好，三房装修拎包不靠高架","众安学君里","355万","单价39489元/平米","未来科技城","3室2厅 | 89.9平米 | 南 | 简装 | 高楼层(共23层)  | 板楼"
"1624764892-9092","https://hz.lianjia.com/ershoufang/yuhang/pg43","楼层好  ，采光好。房东诚心出售，","融创金成英特学府","400万","单价44534元/平米","未来科技城","3室2厅 | 89.82平米 | 南 | 毛坯 | 18层  | 板楼"
"1624764975-9838","https://hz.lianjia.com/ershoufang/yuhang/pg18","赞成赞城近地铁，东边套，方正四房，房东诚心出售","赞成赞城","330万","单价28220元/平米","勾庄","4室2厅 | 116.94平米 | 东 南 | 精装 | 26层  | 板楼"
"1624764969-9800","https://hz.lianjia.com/ershoufang/yuhang/pg20","房东诚心出售，视野好，酒店式公寓","欧美金融城","130万","单价26386元/平米","未来科技城","2室1厅 | 49.27平米 | 北 | 精装 | 44层  | 板楼"
"1624764959-9683","https://hz.lianjia.com/ershoufang/yuhang/pg23","房东自住装修、诚心出售、价格可议！","融创金成西溪海","408万","单价45720元/平米","闲林","3室2厅 | 89.24平米 | 南 | 精装 | 18层  | 板塔结合"
"1624765012-10168","https://hz.lianjia.com/ershoufang/yuhang/pg7","滨江物业，自住精装修 户型方正楼层采光好，拎包入住","滨江万家名城一期","440万","单价49124元/平米","万达广场","3室1厅 | 89.57平米 | 南 北 | 精装 | 24层  | 板楼"
"1624764804-8293","https://hz.lianjia.com/ershoufang/yuhang/pg70","朝南户型，楼层好，视野开阔。采光充足。","杭州宏丰家居城宏丰公寓","126万","单价17792元/平米","闲林","2室1厅 | 70.82平米 | 南 | 简装 | 高楼层(共15层)  | 板楼"
"1624764696-7373","https://hz.lianjia.com/ershoufang/yuhang/pg100","绿城品质   精装满五  加阁楼  带地暖  诚心出售","绿城桃花源","380万","单价30454元/平米","闲林","4室2厅 | 124.78平米 | 南 东南 | 精装 | 5层  | 板塔结合"
"1624764827-8506","https://hz.lianjia.com/ershoufang/yuhang/pg63","北欧风花园洋房  开发商精装   花园150方使用面积","滨江西溪之星","700万","单价78758元/平米","西溪","3室2厅 | 88.88平米 | 东南 南 | 精装 | 低楼层(共7层)  | 板楼"
"1624765025-10305","https://hz.lianjia.com/ershoufang/yuhang/pg3","次新房，带电梯花园洋房，业主诚心出售价格可谈","绿城桃源小镇","243万","单价38695元/平米","闲林","2室1厅 | 62.8平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合"
"1624764787-8139","https://hz.lianjia.com/ershoufang/yuhang/pg75","西溪金座通管天燃气，民用电，地段好","理想西溪金座","200万","单价24397元/平米","未来科技城","3室2厅 | 81.98平米 | 南 | 精装 | 低楼层(共9层)  | 塔楼"
"1624764993-9982","https://hz.lianjia.com/ershoufang/yuhang/pg13","未来科技城二期，轨道式交通300米，全明户型，视野好","景瑞御蓝湾","280万","单价32699元/平米","未来科技城","2室2厅 | 85.63平米 | 南 | 精装 | 24层  | 板楼"
"1624764817-8414","https://hz.lianjia.com/ershoufang/yuhang/pg66","未来科技城仓前街道山景房，东边套全明好房","保亿丽景山","455万","单价51917元/平米","未来科技城","3室2厅 | 87.64平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼"
"1624764997-10039","https://hz.lianjia.com/ershoufang/yuhang/pg12","爵士风情，5楼跃层，实用面积200多方，精装，诚心卖","爵士风情花园","295万","单价26382元/平米","闲林","4室2厅 | 111.82平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼"
"1624764963-9731","https://hz.lianjia.com/ershoufang/yuhang/pg22","全屋地暖，婚房装修拎包入住，诚心出售看房方便","绿城桃源小镇","325万","单价38723元/平米","闲林","3室2厅 | 83.93平米 | 南 | 精装 | 26层  | 板塔结合"
"1624764949-9610","https://hz.lianjia.com/ershoufang/yuhang/pg26","满五唯一，南北通，楼层好，采光好，绿城物业","绿城桃源小镇","420万","单价30767元/平米","闲林","4室2厅 | 136.51平米 | 南 北 | 精装 | 33层  | 板塔结合"
"1624764712-7504","https://hz.lianjia.com/ershoufang/yuhang/pg96","房子满五年，房东诚心出售，看房方便","竹海水韵","300万","单价29730元/平米","闲林","2室1厅 | 100.91平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764778-8035","https://hz.lianjia.com/ershoufang/yuhang/pg78","未来科技城学君里 小三房 精装修 拎包入住","众安学君里","337万","单价37482元/平米","未来科技城","3室2厅 | 89.91平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼"
"1624764743-7738","https://hz.lianjia.com/ershoufang/yuhang/pg88","交通便利，户型好，精装地铁口自住房","富力新线公园","550万","单价61234元/平米","未来科技城","3室1厅 | 89.82平米 | 南 | 精装 | 低楼层(共29层)  | 板楼"
"1624764807-8319","https://hz.lianjia.com/ershoufang/yuhang/pg69","满五唯一，带花园的洋房，精装修，房东诚售","翡翠湾二期紫春庭","380万","单价43714元/平米","翡翠城","3室2厅 | 86.93平米 | 南 | 精装 | 低楼层(共6层)  | 板楼"
"1624764800-8248","https://hz.lianjia.com/ershoufang/yuhang/pg71","满五年唯一，中间楼层，自住装修，诚心出售","爵士风情花园","265万","单价33490元/平米","闲林","2室2厅 | 79.13平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼"
"1624764712-7492","https://hz.lianjia.com/ershoufang/yuhang/pg96","翡翠城二期刚需小户型，三开间朝南！","翡翠城二期","400万","单价45564元/平米","翡翠城","2室1厅 | 87.79平米 | 南 | 简装 | 14层  | 板楼"
"1624764949-9600","https://hz.lianjia.com/ershoufang/yuhang/pg26","自住装修，满2年，诚心出售，随时看房子","林溪闲庭","320万","单价35763元/平米","闲林","3室2厅 | 89.48平米 | 南 | 精装 | 12层  | 板楼"
"1624764784-8119","https://hz.lianjia.com/ershoufang/yuhang/pg76","海德公园 纯东边套 房东诚心卖看房随时未住人","海德公园","375万","单价45127元/平米","勾庄","3室2厅 | 83.1平米 | 南 | 毛坯 | 11层  | 塔楼"
"1624764966-9744","https://hz.lianjia.com/ershoufang/yuhang/pg21","好户型，户型方正，楼层佳，适合居住。","上实海上海一期","325万","单价36720元/平米","良渚","3室2厅 | 88.51平米 | 南 | 简装 | 27层  | 板楼"
"1624764727-7629","https://hz.lianjia.com/ershoufang/yuhang/pg92","精装自住装修 可拎包入住 户型方正 交通便捷","亲亲家园二期","410万","单价27551元/平米","三墩","3室2厅 | 148.82平米 | 南 | 精装 | 18层  | 板楼"
"1624764727-7624","https://hz.lianjia.com/ershoufang/yuhang/pg92","此房诚心卖，普通装修，位置和楼层好，视野开阔","湖山帝景湾南苑","420万","单价47760元/平米","未来科技城","4室2厅 | 87.94平米 | 南 | 简装 | 23层  | 塔楼"
"1624764917-9330","https://hz.lianjia.com/ershoufang/yuhang/pg35","融创品质小区，格局好，双阳台户型采光好，开发商精装","融创金成江南府","380万","单价42516元/平米","闲林","3室2厅 | 89.38平米 | 南 | 精装 | 高楼层(共26层)  | 板楼"
"1624764781-8082","https://hz.lianjia.com/ershoufang/yuhang/pg77","未来科技城，新小区，方正三房，满二，中等装修，诚售","众安学君里","300万","单价33416元/平米","未来科技城","3室2厅 | 89.78平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼"
"1624764867-8843","https://hz.lianjia.com/ershoufang/yuhang/pg51","新西湖小镇，户型方正，双阳台，采光充足","新西湖小镇","279万","单价31405元/平米","闲林","2室1厅 | 88.84平米 | 南 | 精装 | 31层  | 板楼"
"1624764774-8015","https://hz.lianjia.com/ershoufang/yuhang/pg79","全明西边套，房东自住精装修，带大阳台，大三房","瑞麒时代金座","130万","单价15879元/平米","勾庄","3室2厅 | 81.87平米 | 南 | 精装 | 中楼层(共13层)  | 塔楼"
"1624764860-8796","https://hz.lianjia.com/ershoufang/yuhang/pg53","五常板块 中间楼层 采光充足 朝南 精装修","盛世嘉园","335万","单价28616元/平米","闲林","3室2厅 | 117.07平米 | 南 | 精装 | 低楼层(共6层)  | 板楼"
"1624764735-7683","https://hz.lianjia.com/ershoufang/yuhang/pg90","亲亲家园电梯好楼层，自住精装修，房东诚售","亲亲家园二期","400万","单价27591元/平米","三墩","3室2厅 | 144.98平米 | 南 | 精装 | 18层  | 板楼"
"1624764784-8110","https://hz.lianjia.com/ershoufang/yuhang/pg76","三开间朝南全明户型 中间楼层 视线好房东置换诚售","圆乡名筑","340万","单价37867元/平米","未来科技城","3室2厅 | 89.79平米 | 南 | 精装 | 6层  | 板楼"
"1624764933-9456","https://hz.lianjia.com/ershoufang/yuhang/pg31","竹海水韵  楼层位置好  视野宽阔  户型方正","竹海水韵","290万","单价32352元/平米","闲林","3室2厅 | 89.64平米 | 南 | 精装 | 低楼层(共16层)  | 板楼"
"1624764807-8316","https://hz.lianjia.com/ershoufang/yuhang/pg69","阿里旁，自住精装洋房，全明户型，三开间朝南","新城西溪逸境","620万","单价73321元/平米","未来科技城","3室2厅 | 84.56平米 | 南 | 精装 | 中楼层(共7层)  | 板楼"
"1624765012-10187","https://hz.lianjia.com/ershoufang/yuhang/pg7","地铁2号线500米  万科楼盘  中间楼层  房东诚心出售","万科未来城二期","330万","单价38213元/平米","良渚","3室2厅 | 86.36平米 | 南 | 精装 | 34层  | 板塔结合"
"1624764949-9619","https://hz.lianjia.com/ershoufang/yuhang/pg26","房东诚心出售，位置好，南北通透，","竹海水韵春风里","299万","单价33855元/平米","闲林","3室2厅 | 88.32平米 | 南 北 | 简装 | 18层  | 板塔结合"
